ATCCode,Name,ATC_length,upperBound
B01AB02,antithrombin iii,7,755
B01AB04,dalteparin,7,756
B01AB05,enoxaparin,7,757
B01AB06,nadroparin,7,758
B01AB07,parnaparin,7,759
B01AB08,reviparin,7,760
B01AB09,danaparoid,7,761
B01AB10,tinzaparin,7,762
B01AB11,sulodexide,7,763
B01AB12,bemiparin,7,764
B01AB51,heparin combinations,7,765
B01AC,platelet aggregation inhibitors excl heparin,5,789
B01AC01,ditazole,7,767
B01AC02,cloricromen,7,768
B01AC03,picotamide,7,769
B01AC04,clopidogrel,7,770
B01AC05,ticlopidine,7,771
B01AC06,acetylsalicylic acid,7,772
B01AC07,dipyridamole,7,773
B01AC08,carbasalate calcium,7,774
B01AC09,epoprostenol,7,775
B01AC10,indobufen,7,776
B01AC11,iloprost,7,777
B01AC13,abciximab,7,778
B01AC15,aloxiprin,7,779
B01AC16,eptifibatide,7,780
B01AC17,tirofiban,7,781
B01AC18,triflusal,7,782
B01AC19,beraprost,7,783
B01AC21,treprostinil,7,784
B01AC22,prasugrel,7,785
B01AC23,cilostazol,7,786
B01AC24,ticagrelor,7,787
B01AC30,combinations,7,788
B01AC56,acetylsalicylic acid and esomeprazole,7,789
B01AD,enzymes,5,802
B01AD01,streptokinase,7,791
B01AD02,alteplase,7,792
B01AD03,anistreplase,7,793
B01AD04,urokinase,7,794
B01AD05,fibrinolysin,7,795
B01AD06,brinase,7,796
B01AD07,reteplase,7,797
B01AD08,saruplase,7,798
B01AD09,ancrod,7,799
B01AD10,drotrecogin alfa activated,7,800
B01AD11,tenecteplase,7,801
B01AD12,protein c,7,802
B01AE,direct thrombin inhibitors,5,810
B01AE01,desirudin,7,804
B01AE02,lepirudin,7,805
B01AE03,argatroban,7,806
B01AE04,melagatran,7,807
B01AE05,ximelagatran,7,808
B01AE06,bivalirudin,7,809
B01AE07,dabigatran etexilate,7,810
B01AF,direct factor xa inhibitors,5,813
B01AF01,rivaroxaban,7,812
B01AF02,apixaban,7,813
B01AX,other antithrombotic agents,5,817
B01AX01,defibrotide,7,815
B01AX04,dermatan sulfate,7,816
B01AX05,fondaparinux,7,817
B02,antihemorrhagics,3,863
B02A,antifibrinolytics,4,827
B02AA,amino acids,5,823
B02AA01,aminocaproic acid,7,821
B02AA02,tranexamic acid,7,822
B02AA03,aminomethylbenzoic acid,7,823
B02AB,proteinase inhibitors,5,827
B02AB01,aprotinin,7,825
B02AB02,alfa1 antitrypsin,7,826
B02AB04,camostat,7,827
B02B,vitamin k and other hemostatics,4,863
B02BA,vitamin k,5,831
B02BA01,phytomenadione,7,830
B02BA02,menadione,7,831
B02BB,fibrinogen,5,833
B02BB01,fibrinogen human,7,833
B02BC,local hemostatics,5,843
B02BC01,absorbable gelatin sponge,7,835
B02BC02,oxidized cellulose,7,836
B02BC03,tetragalacturonic acid hydroxymethylester,7,837
B02BC05,adrenalone,7,838
B02BC06,thrombin,7,839
B02BC07,collagen,7,840
B02BC08,calcium alginate,7,841
B02BC09,epinephrine,7,842
B02BC30,combinations,7,843
B02BD,blood coagulation factors,5,857
B02BD01,coagulation factor ix ii vii and x in combination,7,845
B02BD02,coagulation factor viii,7,846
B02BD03,factor viii inhibitor bypassing activity,7,847
B02BD04,coagulation factor ix,7,848
B02BD05,coagulation factor vii,7,849
B02BD06,von willebrand factor and coagulation factor viii in combination,7,850
B02BD07,coagulation factor xiii,7,851
B02BD08,eptacog alfa activated,7,852
B02BD09,nonacog alfa,7,853
B02BD10,von willebrand factor,7,854
B02BD11,catridecacog,7,855
B02BD12,trenonacog alfa,7,856
B02BD30,thrombin,7,857
B02BX,other systemic hemostatics,5,863
B02BX01,etamsylate,7,859
B02BX02,carbazochrome,7,860
B02BX03,batroxobin,7,861
B02BX04,romiplostim,7,862
B02BX05,eltrombopag,7,863
B03,antianemic preparations,3,917
B03A,iron preparations,4,899
B03AA,iron bivalent oral preparations,5,877
B03AA01,ferrous glycine sulfate,7,867
B03AA02,ferrous fumarate,7,868
B03AA03,ferrous gluconate,7,869
B03AA04,ferrous carbonate,7,870
B03AA05,ferrous chloride,7,871
B03AA06,ferrous succinate,7,872
B03AA07,ferrous sulfate,7,873
B03AA08,ferrous tartrate,7,874
B03AA09,ferrous aspartate,7,875
B03AA10,ferrous ascorbate,7,876
B03AA11,ferrous iodine,7,877
B03AB,iron trivalent oral preparations,5,887
B03AB01,ferric sodium citrate,7,879
B03AB02,saccharated iron oxide,7,880
B03AB03,sodium feredetate,7,881
B03AB04,ferric hydroxide,7,882
B03AB05,ferric oxide polymaltose complexes,7,883
B03AB06,ferric citrate,7,884
B03AB07,chondroitin sulfateiron complex,7,885
B03AB08,ferric acetyl transferrin,7,886
B03AB09,ferric proteinsuccinylate,7,887
B03AC,iron parenteral preparations,5,888
B03AD,iron in combination with folic acid,5,893
B03AD01,ferrous amino acid complex,7,890
B03AD02,ferrous fumarate,7,891
B03AD03,ferrous sulfate,7,892
B03AD04,ferric oxide polymaltose complexes,7,893
B03AE,iron in other combinations,5,899
B03AE01,iron vitamin b12 and folic acid,7,895
B03AE02,iron multivitamins and folic acid,7,896
B03AE03,iron and multivitamins,7,897
B03AE04,iron multivitamins and minerals,7,898
B03AE10,various combinations,7,899
B03B,vitamin b12 and folic acid,4,911
B03BA,vitamin b12 cyanocobalamin and analogues,5,908
B03BA01,cyanocobalamin,7,902
B03BA02,cyanocobalamin tannin complex,7,903
B03BA03,hydroxocobalamin,7,904
B03BA04,cobamamide,7,905
B03BA05,mecobalamin,7,906
B03BA51,cyanocobalamin combinations,7,907
B03BA53,hydroxocobalamin combinations,7,908
B03BB,folic acid and derivatives,5,911
B03BB01,folic acid,7,910
B03BB51,folic acid combinations,7,911
B03X,other antianemic preparations,4,917
B03XA,other antianemic preparations,5,917
B03XA01,erythropoietin,7,914
B03XA02,darbepoetin alfa,7,915
B03XA03,methoxy polyethylene glycolepoetin beta,7,916
B03XA04,peginesatide,7,917
B05,blood substitutes and perfusion solutions,3,1007
B05A,blood and related products,4,934
B05AA,blood substitutes and plasma protein fractions,5,929
B05AA01,albumin,7,921
B05AA02,other plasma protein fractions,7,922
B05AA03,fluorocarbon blood substitutes,7,923
B05AA05,dextran,7,924
B05AA06,gelatin agents,7,925
B05AA07,hydroxyethylstarch,7,926
B05AA08,hemoglobin crosfumaril,7,927
B05AA09,hemoglobin raffimer,7,928
B05AA10,hemoglobin glutamer bovine,7,929
B05AX,other blood products,5,934
B05AX01,erythrocytes,7,931
B05AX02,thrombocytes,7,932
B05AX03,blood plasma,7,933
B05AX04,stem cells from umbilical cord blood,7,934
B05B,iv solutions,4,949
B05BA,solutions for parenteral nutrition,5,941
B05BA01,amino acids,7,937
B05BA02,fat emulsions,7,938
B05BA03,carbohydrates,7,939
B05BA04,protein hydrolysates,7,940
B05BA10,combinations,7,941
B05BB,solutions affecting the electrolyte balance,5,946
B05BB01,electrolytes,7,943
B05BB02,electrolytes with carbohydrates,7,944
B05BB03,trometamol,7,945
B05BB04,electrolytes in combination with other drugs,7,946
B05BC,solutions producing osmotic diuresis,5,949
B05BC01,mannitol,7,948
B05BC02,carbamide,7,949
B05C,irrigating solutions,4,973
B05CA,antiinfectives,5,961
B05CA01,cetylpyridinium,7,952
B05CA02,chlorhexidine,7,953
B05CA03,nitrofural,7,954
B05CA04,sulfamethizole,7,955
B05CA05,taurolidine,7,956
B05CA06,mandelic acid,7,957
B05CA07,noxytiolin,7,958
B05CA08,ethacridine lactate,7,959
B05CA09,neomycin,7,960
B05CA10,combinations,7,961
B05CB,salt solutions,5,967
B05CB01,sodium chloride,7,963
B05CB02,sodium citrate,7,964
B05CB03,magnesium citrate,7,965
B05CB04,sodium bicarbonate,7,966
B05CB10,combinations,7,967
B05CX,other irrigating solutions,5,973
B05CX01,glucose,7,969
B05CX02,sorbitol,7,970
B05CX03,glycine,7,971
B05CX04,mannitol,7,972
B05CX10,combinations,7,973
B05D,peritoneal dialytics,4,976
B05DA,isotonic solutions,5,975
B05DB,hypertonic solutions,5,976
B05X,iv solution additives,4,1004
B05XA,electrolyte solutions,5,997
B05XA01,potassium chloride,7,979
B05XA02,sodium bicarbonate,7,980
B05XA03,sodium chloride,7,981
B05XA04,ammonium chloride,7,982
B05XA05,magnesium sulfate,7,983
B05XA06,potassium phosphate incl combinations with other potassium salts,7,984
B05XA07,calcium chloride,7,985
B05XA08,sodium acetate,7,986
B05XA09,sodium phosphate,7,987
B05XA10,magnesium phosphate,7,988
B05XA11,magnesium chloride,7,989
B05XA12,zinc chloride,7,990
B05XA13,hydrochloric acid,7,991
B05XA14,sodium glycerophosphate,7,992
B05XA15,potassium lactate,7,993
B05XA16,cardioplegia solutions,7,994
B05XA17,potassium acetate,7,995
B05XA30,combinations of electrolytes,7,996
B05XA31,electrolytes in combination with other drugs,7,997
B05XB,amino acids,5,1001
B05XB01,arginine hydrochloride,7,999
B05XB02,alanyl glutamine,7,1000
B05XB03,lysine,7,1001
B05XC,vitamins,5,1002
B05XX,other iv solution additives,5,1004
B05XX02,trometamol,7,1004
B05Z,hemodialytics and hemofiltrates,4,1007
B05ZA,hemodialytics concentrates,5,1006
B05ZB,hemofiltrates,5,1007
B06,other hematological agents,3,1023
B06A,other hematological agents,4,1023
B06AA,enzymes,5,1016
B06AA02,fibrinolysin and desoxyribonuclease,7,1011
B06AA03,hyaluronidase,7,1012
B06AA04,chymotrypsin,7,1013
B06AA07,trypsin,7,1014
B06AA10,desoxyribonuclease,7,1015
B06AA55,streptokinase combinations,7,1016
B06AB,other hem products,5,1018
B06AB01,hematin,7,1018
B06AC,drugs used in hereditary angioedema,5,1023
B06AC01,c1inhibitor plasma derived,7,1020
B06AC02,icatibant,7,1021
B06AC03,ecallantide,7,1022
B06AC04,conestat alfa,7,1023
C,cardiovascular system,1,1763
C01,cardiac therapy,3,1184
C01A,cardiac glycosides,4,1045
C01AA,digitalis glycosides,5,1037
C01AA01,acetyldigitoxin,7,1028
C01AA02,acetyldigoxin,7,1029
C01AA03,digitalis leaves,7,1030
C01AA04,digitoxin,7,1031
C01AA05,digoxin,7,1032
C01AA06,lanatoside c,7,1033
C01AA07,deslanoside,7,1034
C01AA08,metildigoxin,7,1035
C01AA09,gitoformate,7,1036
C01AA52,acetyldigoxin combinations,7,1037
C01AB,scilla glycosides,5,1040
C01AB01,proscillaridin,7,1039
C01AB51,proscillaridin combinations,7,1040
C01AC,strophantus glycosides,5,1043
C01AC01,gstrophanthin,7,1042
C01AC03,cymarin,7,1043
C01AX,other cardiac glycosides,5,1045
C01AX02,peruvoside,7,1045
C01B,antiarrhythmics class i and iii,4,1079
C01BA,antiarrhythmics class ia,5,1056
C01BA01,quinidine,7,1048
C01BA02,procainamide,7,1049
C01BA03,disopyramide,7,1050
C01BA04,sparteine,7,1051
C01BA05,ajmaline,7,1052
C01BA08,prajmaline,7,1053
C01BA12,lorajmine,7,1054
C01BA51,quinidine combinations excl psycholeptics,7,1055
C01BA71,quinidine combinations with psycholeptics,7,1056
C01BB,antiarrhythmics class ib,5,1061
C01BB01,lidocaine,7,1058
C01BB02,mexiletine,7,1059
C01BB03,tocainide,7,1060
C01BB04,aprindine,7,1061
C01BC,antiarrhythmics class ic,5,1067
C01BC03,propafenone,7,1063
C01BC04,flecainide,7,1064
C01BC07,lorcainide,7,1065
C01BC08,encainide,7,1066
C01BC09,ethacizine,7,1067
C01BD,antiarrhythmics class iii,5,1075
C01BD01,amiodarone,7,1069
C01BD02,bretylium tosilate,7,1070
C01BD03,bunaftine,7,1071
C01BD04,dofetilide,7,1072
C01BD05,ibutilide,7,1073
C01BD06,tedisamil,7,1074
C01BD07,dronedarone,7,1075
C01BG,other antiarrhythmics class i and iii,5,1079
C01BG01,moracizine,7,1077
C01BG07,cibenzoline,7,1078
C01BG11,vernakalant,7,1079
C01C,cardiac stimulants excl cardiac glycosides,4,1117
C01CA,adrenergic and dopaminergic agents,5,1108
C01CA01,etilefrine,7,1082
C01CA02,isoprenaline,7,1083
C01CA03,norepinephrine,7,1084
C01CA04,dopamine,7,1085
C01CA05,norfenefrine,7,1086
C01CA06,phenylephrine,7,1087
C01CA07,dobutamine,7,1088
C01CA08,oxedrine,7,1089
C01CA09,metaraminol,7,1090
C01CA10,methoxamine,7,1091
C01CA11,mephentermine,7,1092
C01CA12,dimetofrine,7,1093
C01CA13,prenalterol,7,1094
C01CA14,dopexamine,7,1095
C01CA15,gepefrine,7,1096
C01CA16,ibopamine,7,1097
C01CA17,midodrine,7,1098
C01CA18,octopamine,7,1099
C01CA19,fenoldopam,7,1100
C01CA21,cafedrine,7,1101
C01CA22,arbutamine,7,1102
C01CA23,theodrenaline,7,1103
C01CA24,epinephrine,7,1104
C01CA25,amezinium metilsulfate,7,1105
C01CA26,ephedrine,7,1106
C01CA30,combinations,7,1107
C01CA51,etilefrine combinations,7,1108
C01CE,phosphodiesterase inhibitors,5,1113
C01CE01,amrinone,7,1110
C01CE02,milrinone,7,1111
C01CE03,enoximone,7,1112
C01CE04,bucladesine,7,1113
C01CX,other cardiac stimulants,5,1117
C01CX06,angiotensinamide,7,1115
C01CX07,xamoterol,7,1116
C01CX08,levosimendan,7,1117
C01D,vasodilators used in cardiac diseases,4,1163
C01DA,organic nitrates,5,1137
C01DA02,glyceryl trinitrate,7,1120
C01DA04,methylpropylpropanediol dinitrate,7,1121
C01DA05,pentaerithrityl tetranitrate,7,1122
C01DA07,propatylnitrate,7,1123
C01DA08,isosorbide dinitrate,7,1124
C01DA09,trolnitrate,7,1125
C01DA13,eritrityl tetranitrate,7,1126
C01DA14,isosorbide mononitrate,7,1127
C01DA20,organic nitrates in combination,7,1128
C01DA38,tenitramine,7,1129
C01DA52,glyceryl trinitrate combinations,7,1130
C01DA54,methylpropylpropanediol dinitrate combinations,7,1131
C01DA55,pentaerithrityl tetranitrate combinations,7,1132
C01DA57,propatylnitrate combinations,7,1133
C01DA58,isosorbide dinitrate combinations,7,1134
C01DA59,trolnitrate combinations,7,1135
C01DA63,eritrityl tetranitrate combinations,7,1136
C01DA70,organic nitrates in combination with psycholeptics,7,1137
C01DB,quinolone vasodilators,5,1139
C01DB01,flosequinan,7,1139
C01DX,other vasodilators used in cardiac diseases,5,1163
C01DX01,itramin tosilate,7,1141
C01DX02,prenylamine,7,1142
C01DX03,oxyfedrine,7,1143
C01DX04,benziodarone,7,1144
C01DX05,carbocromen,7,1145
C01DX06,hexobendine,7,1146
C01DX07,etafenone,7,1147
C01DX08,heptaminol,7,1148
C01DX09,imolamine,7,1149
C01DX10,dilazep,7,1150
C01DX11,trapidil,7,1151
C01DX12,molsidomine,7,1152
C01DX13,efloxate,7,1153
C01DX14,cinepazet,7,1154
C01DX15,cloridarol,7,1155
C01DX16,nicorandil,7,1156
C01DX18,linsidomine,7,1157
C01DX19,nesiritide,7,1158
C01DX21,serelaxin,7,1159
C01DX51,itramin tosilate combinations,7,1160
C01DX52,prenylamine combinations,7,1161
C01DX53,oxyfedrine combinations,7,1162
C01DX54,benziodarone combinations,7,1163
C01E,other cardiac preparations,4,1184
C01EA,prostaglandins,5,1166
C01EA01,alprostadil,7,1166
C01EB,other cardiac preparations,5,1183
C01EB02,camphora,7,1168
C01EB03,indometacin,7,1169
C01EB04,crataegus glycosides,7,1170
C01EB05,creatinolfosfate,7,1171
C01EB06,fosfocreatine,7,1172
C01EB07,fructose 16diphosphate,7,1173
C01EB09,ubidecarenone,7,1174
C01EB10,adenosine,7,1175
C01EB11,tiracizine,7,1176
C01EB13,acadesine,7,1177
C01EB15,trimetazidine,7,1178
C01EB16,ibuprofen,7,1179
C01EB17,ivabradine,7,1180
C01EB18,ranolazine,7,1181
C01EB21,regadenoson,7,1182
C01EB22,meldonium,7,1183
C01EX,other cardiac combination products,5,1184
C02,antihypertensives,3,1292
C02A,antiadrenergic agents centrally acting,4,1206
C02AA,rauwolfia alkaloids,5,1197
C02AA01,rescinnamine,7,1188
C02AA02,reserpine,7,1189
C02AA03,combinations of rauwolfia alkaloids,7,1190
C02AA04,rauwolfia alkaloids whole root,7,1191
C02AA05,deserpidine,7,1192
C02AA06,methoserpidine,7,1193
C02AA07,bietaserpine,7,1194
C02AA52,reserpine combinations,7,1195
C02AA53,combinations of rauwolfia alkoloids combinations,7,1196
C02AA57,bietaserpine combinations,7,1197
C02AB,methyldopa,5,1200
C02AB01,methyldopa levorotatory,7,1199
C02AB02,methyldopa racemic,7,1200
C02AC,imidazoline receptor agonists,5,1206
C02AC01,clonidine,7,1202
C02AC02,guanfacine,7,1203
C02AC04,tolonidine,7,1204
C02AC05,moxonidine,7,1205
C02AC06,rilmenidine,7,1206
C02B,antiadrenergic agents ganglionblocking,4,1212
C02BA,sulfonium derivatives,5,1209
C02BA01,trimetaphan,7,1209
C02BB,secondary and tertiary amines,5,1211
C02BB01,mecamylamine,7,1211
C02BC,bisquaternary ammonium compounds,5,1212
C02C,antiadrenergic agents peripherally acting,4,1227
C02CA,alphaadrenoreceptor antagonists,5,1219
C02CA01,prazosin,7,1215
C02CA02,indoramin,7,1216
C02CA03,trimazosin,7,1217
C02CA04,doxazosin,7,1218
C02CA06,urapidil,7,1219
C02CC,guanidine derivatives,5,1227
C02CC01,betanidine,7,1221
C02CC02,guanethidine,7,1222
C02CC03,guanoxan,7,1223
C02CC04,debrisoquine,7,1224
C02CC05,guanoclor,7,1225
C02CC06,guanazodine,7,1226
C02CC07,guanoxabenz,7,1227
C02D,arteriolar smooth muscle agents acting on,4,1241
C02DA,thiazide derivatives,5,1230
C02DA01,diazoxide,7,1230
C02DB,hydrazinophthalazine derivatives,5,1235
C02DB01,dihydralazine,7,1232
C02DB02,hydralazine,7,1233
C02DB03,endralazine,7,1234
C02DB04,cadralazine,7,1235
C02DC,pyrimidine derivatives,5,1237
C02DC01,minoxidil,7,1237
C02DD,nitroferricyanide derivatives,5,1239
C02DD01,nitroprusside,7,1239
C02DG,guanidine derivatives,5,1241
C02DG01,pinacidil,7,1241
C02K,other antihypertensives,4,1255
C02KA,alkaloids excl rauwolfia,5,1244
C02KA01,veratrum,7,1244
C02KB,tyrosine hydroxylase inhibitors,5,1246
C02KB01,metirosine,7,1246
C02KC,mao inhibitors,5,1248
C02KC01,pargyline,7,1248
C02KD,serotonin antagonists,5,1250
C02KD01,ketanserin,7,1250
C02KX,other antihypertensives,5,1255
C02KX01,bosentan,7,1252
C02KX02,ambrisentan,7,1253
C02KX03,sitaxentan,7,1254
C02KX04,macitentan,7,1255
C02L,antihypertensives and diuretics in combination,4,1291
C02LA,rauwolfia alkaloids and diuretics in combination,5,1268
C02LA01,reserpine and diuretics,7,1258
C02LA02,rescinnamine and diuretics,7,1259
C02LA03,deserpidine and diuretics,7,1260
C02LA04,methoserpidine and diuretics,7,1261
C02LA07,bietaserpine and diuretics,7,1262
C02LA08,rauwolfia alkaloids whole root and diuretics,7,1263
C02LA09,syrosingopine and diuretics,7,1264
C02LA50,combination of rauwolfia alkaloids and diuretics incl other combinations,7,1265
C02LA51,reserpine and diuretics combinations with other drugs,7,1266
C02LA52,rescinnamine and diuretics combinations with other drugs,7,1267
C02LA71,reserpine and diuretics combinations with psycholeptics,7,1268
C02LB,methyldopa and diuretics in combination,5,1270
C02LB01,methyldopa levorotatory and diuretics,7,1270
C02LC,imidazoline receptor agonists in combination with diuretics,5,1274
C02LC01,clonidine and diuretics,7,1272
C02LC05,moxonidine and diuretics,7,1273
C02LC51,clonidine and diuretics combinations with other drugs,7,1274
C02LE,alphaadrenoreceptor antagonists and diuretics,5,1276
C02LE01,prazosin and diuretics,7,1276
C02LF,guanidine derivatives and diuretics,5,1278
C02LF01,guanethidine and diuretics,7,1278
C02LG,hydrazinophthalazine derivatives and diuretics,5,1284
C02LG01,dihydralazine and diuretics,7,1280
C02LG02,hydralazine and diuretics,7,1281
C02LG03,picodralazine and diuretics,7,1282
C02LG51,dihydralazine and diuretics combinations with other drugs,7,1283
C02LG73,picodralazine and diuretics combinations with psycholeptics,7,1284
C02LK,alkaloids excl rauwolfia in combination with diuretics,5,1286
C02LK01,veratrum and diuretics,7,1286
C02LL,mao inhibitors and diuretics,5,1288
C02LL01,pargyline and diuretics,7,1288
C02LN,serotonin antagonists and diuretics,5,1289
C02LX,other antihypertensives and diuretics,5,1291
C02LX01,pinacidil and diuretics,7,1291
C02N,combinations of antihypertensives in atcgr c02,4,1292
C03,diuretics,3,1391
C03A,lowceiling diuretics thiazides,4,1320
C03AA,thiazides plain,5,1305
C03AA01,bendroflumethiazide,7,1296
C03AA02,hydroflumethiazide,7,1297
C03AA03,hydrochlorothiazide,7,1298
C03AA04,chlorothiazide,7,1299
C03AA05,polythiazide,7,1300
C03AA06,trichlormethiazide,7,1301
C03AA07,cyclopenthiazide,7,1302
C03AA08,methyclothiazide,7,1303
C03AA09,cyclothiazide,7,1304
C03AA13,mebutizide,7,1305
C03AB,thiazides and potassium in combination,5,1315
C03AB01,bendroflumethiazide and potassium,7,1307
C03AB02,hydroflumethiazide and potassium,7,1308
C03AB03,hydrochlorothiazide and potassium,7,1309
C03AB04,chlorothiazide and potassium,7,1310
C03AB05,polythiazide and potassium,7,1311
C03AB06,trichlormethiazide and potassium,7,1312
C03AB07,cyclopenthiazide and potassium,7,1313
C03AB08,methyclothiazide and potassium,7,1314
C03AB09,cyclothiazide and potassium,7,1315
C03AH,thiazides combinations with psycholeptics andor analgesics,5,1318
C03AH01,chlorothiazide combinations,7,1317
C03AH02,hydroflumethiazide combinations,7,1318
C03AX,thiazides combinations with other drugs,5,1320
C03AX01,hydrochlorothiazide combinations,7,1320
C03B,lowceiling diuretics excl thiazides,4,1347
C03BA,sulfonamides plain,5,1334
C03BA02,quinethazone,7,1323
C03BA03,clopamide,7,1324
C03BA04,chlortalidone,7,1325
C03BA05,mefruside,7,1326
